제목,기관명,표준직무(NCS),고용형태,대체인력여부,채용구분,공고기간,학력정보,근무지,채용인원,원문URL,등록일,마감일,상태
한국도로공사 진천지사 기간제근로자(정비원) 채용공고,한국도로공사,기계,비정규직,아니오,신입+경력,2025.09.05~2025.09.12,학력무관,충북,1명,https://www.ex.co.kr,2025.09.05,2025.09.12,마감
한국도로공사 서울경기본부 제설 기간제근로자(운전원) 채용공고,한국도로공사,운전.운송,비정규직,아니오,신입+경력,2025.09.05~2025.09.11,학력무관,경기,7명,https://www.ex.co.kr,2025.09.05,2025.09.11,마감
2025년 3차 공개경쟁 채용,코레일관광개발(주),경영.회계.사무/경비.청소/이용.숙박.여행.오락.스포츠,무기계약직/비정규직/청년인턴(체험형)/정규직,아니오,신입+경력,2025.09.05~2025.09.19,학력무관/석사,서울/대구/부산/광주/강원/충남/경북/경남/전남/전북,137명,http://korailtravel.recruiton.kr,2025.09.05,2025.09.19,마감
[제2025-72] 2025년도 제7차 경기도발달장애인지원센터  기간제 계약직 채용 공고 ,한국장애인개발원,사회복지.종교,비정규직,아니오,신입+경력,2025.09.05~2025.09.19,대졸(2~3년)/대졸(4년),경기,5명, https://koddicpdd.fairyhr.com,2025.09.05,2025.09.19,마감
한전KDN(주) 경기북부사업처 AMI분야 작업원 3차 모집,한전KDN,정보통신,비정규직,아니오,신입+경력,2025.09.05~2025.09.19,학력무관,경기,16명,없음,2025.09.05,2025.09.19,마감
(수정) [김해보훈요양원] 2026년 정규직 사회복지직(간호사_ 사회복지사)_ 복지기능직(시설관리)_ 요양보호직 공개채용,한국보훈복지의료공단,보건.의료/사회복지.종교/기계/환경.에너지.안전,정규직,아니오,신입+경력,2025.09.05~2025.09.19,학력무관,경남,8명,https://ghcare.bohun.or.kr/bbs/bbs_dataroom.asp,2025.09.05,2025.09.19,마감
2025년도 하반기 자립준비청년 체험형 인턴 채용 공고,한국전력기술주식회사,사업관리/경영.회계.사무/건설/기계/재료/화학/전기.전자/정보통신/환경.에너지.안전/연구,청년인턴(체험형),아니오,신입,2025.09.04~2025.09.19,학력무관,경북,3명,https://kepcoenc.recruiter.co.kr,2025.09.04,2025.09.19,마감
2025년도 하반기 장애인 체험형 인턴 채용 공고,한국전력기술주식회사,사업관리/경영.회계.사무/건설/기계/재료/화학/전기.전자/정보통신/환경.에너지.안전/연구,청년인턴(체험형),아니오,신입,2025.09.04~2025.09.19,학력무관,경북,15명,https://kepcoenc.recruiter.co.kr,2025.09.04,2025.09.19,마감
2025년도 하반기 청년 체험형 인턴 채용 공고,한국전력기술주식회사,사업관리/경영.회계.사무/건설/기계/재료/화학/전기.전자/정보통신/환경.에너지.안전/연구,청년인턴(체험형),아니오,신입,2025.09.04~2025.09.19,학력무관,경북,52명,https://kepcoenc.recruiter.co.kr,2025.09.04,2025.09.19,마감
2025년도 제7차 직원 채용 공고(보훈제한경쟁 포함),한국교육개발원,경영.회계.사무,정규직,아니오,신입+경력,2025.09.04~2025.09.19,학력무관,충북,2명,https://kedi.recruitment.kr,2025.09.04,2025.09.19,마감
2025년도 제6차 직원 채용 공고(보훈특별고용),한국교육개발원,경비.청소,무기계약직,아니오,신입,2025.09.04~2025.09.19,학력무관,충북,1명,https://job.mpva.go.kr/govRecurit/speclEmpmnList.do?menuKey=147,2025.09.04,2025.09.19,마감
[내장산생태탐방원] 내장산생태탐방원 기간제(수익시설관리) 직원 채용 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.04~2025.09.11,학력무관,전북,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM017984,2025.09.04,2025.09.11,마감
[치악산] 2025년 치악산국립공원사무소 한시인력(국립공원지킴이) 직원 채용(3차) 공고,국립공원공단,경비.청소/환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.04~2025.09.14,학력무관,강원,3명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM017983,2025.09.04,2025.09.14,마감
[중앙보훈병원] 업무지원직 직원 공개채용 공고(9월),한국보훈복지의료공단,보건.의료/음식서비스,무기계약직,아니오,신입+경력,2025.09.04~2025.09.18,학력무관,서울,10명,https://seoul.bohun.or.kr/010intro/05_body_view.php?left=1&postidx=65243&boardid=cbid2&page=1&opt=&keyword=,2025.09.04,2025.09.18,마감
[중앙보훈병원] 기간제 직원 공개채용 공고(9월),한국보훈복지의료공단,경영.회계.사무/보건.의료/경비.청소,비정규직,예,신입+경력,2025.09.04~2025.09.18,학력무관,서울,8명,https://seoul.bohun.or.kr/010intro/05_body_view.php?left=1&postidx=65242&boardid=cbid2&page=1&opt=&keyword=,2025.09.04,2025.09.18,마감
한국스포츠과학원 초빙연구원 채용공고(슬라이딩 보드 주행 동작 분석),서울올림픽기념국민체육진흥공단,연구,비정규직,아니오,신입+경력,2025.09.04~2025.09.18,대졸(4년)/석사,서울,1명,https://www.sports.re.kr/front/board/job/boardView.do?board_seq=115&pageNo=1&menu_seq=+997&con_seq=6460&keyKind3=&keyKind4=&keyKind5=&keyKind6=&keyKind7=&keyKind=TITLE&keyWord=,2025.09.04,2025.09.18,마감
[정선병원] 공무직(시설미화원) 채용 공고,근로복지공단,보건.의료/경비.청소,무기계약직,아니오,신입,2025.09.04~2025.09.11,학력무관,강원,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.04,2025.09.11,마감
[태백병원] 별정직의사(병동당직의) 채용 공고,근로복지공단,보건.의료,정규직,아니오,신입,2025.09.04~2025.09.15,학력무관,강원,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.04,2025.09.15,마감
2025년도 한국환경공단 체험형 인턴(장애부문) 추가 채용공고,한국환경공단,경영.회계.사무,청년인턴(체험형),아니오,신입,2025.09.04~2025.09.18,학력무관,서울/인천/대전/대구/충북/전북/제주,34명,https://www.keco.or.kr/web/lay1/bbs/S1T1205C1207/A/22/view.do?article_seq=84935&cpage=1&rows=10&condition=&keyword=,2025.09.04,2025.09.18,마감
[태백병원] 별정직 의사(직업환경의학과) 채용 공고,근로복지공단,보건.의료,정규직,아니오,신입,2025.09.04~2025.09.15,학력무관,강원,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.04,2025.09.15,마감
[순천병원] 산업위생사 청년(체험형)인턴 채용 공고,근로복지공단,보건.의료,청년인턴(체험형),아니오,신입,2025.09.04~2025.09.11,학력무관,전남,2명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.04,2025.09.11,마감
[순천병원] 기간제(임상심리사) 채용 공고,근로복지공단,보건.의료,비정규직,예,신입,2025.09.04~2025.09.11,학력무관,전남,1명,https://www.comwel.or.kr/recruit/hp/main.do,2025.09.04,2025.09.11,마감
[중앙보훈병원] 약무직(야간전담약사) 채용 공고,한국보훈복지의료공단,보건.의료,비정규직,아니오,신입+경력,2025.09.04~2025.09.15,학력무관,서울,1명,https://seoul.bohun.or.kr/010intro/intro09.php?left=1&boardid=cbid2,2025.09.04,2025.09.15,마감
[중앙보훈병원] 약무직 채용 공고,한국보훈복지의료공단,보건.의료,비정규직,아니오,신입+경력,2025.09.04~2025.09.15,학력무관,서울,1명,https://seoul.bohun.or.kr/010intro/intro09.php?left=1&boardid=cbid2,2025.09.04,2025.09.15,마감
(수정) [중앙보훈병원] 당직의(서울요양병원) 채용공고,한국보훈복지의료공단,보건.의료,비정규직,아니오,신입+경력,2025.09.04~2025.09.15,학력무관,서울,1명,https://seoul.bohun.or.kr/010intro/intro09.php?left=1&boardid=cbid2,2025.09.04,2025.09.15,마감
[한국문화관광연구원 수탁연구-관광15차/데이터2차] 위촉직원 채용 공고,한국문화관광연구원,연구,비정규직,아니오,신입,2025.09.04~2025.09.11,석사,서울,4명,https://www.kcti.re.kr/web/board/boardContentsView.do?link_g_topmenu_id=ddae821ae0f44206abfef8bb42bbd86f&link_g_submenu_id=588dd60e4c414d5a9131a2e1db29910e&link_g_homepage=F&board_id=19&contents_id=0d39093f3be946b2af868925b12345a1,2025.09.04,2025.09.11,마감
[중앙보훈병원] 일반의(가정의학과) 채용 공고,한국보훈복지의료공단,보건.의료,비정규직,아니오,신입+경력,2025.09.04~2025.09.15,학력무관,서울,1명,https://seoul.bohun.or.kr/010intro/intro09.php?left=1&boardid=cbid2,2025.09.04,2025.09.15,마감
[중앙보훈병원] 전문의(정신건강의학과) 채용공고,한국보훈복지의료공단,보건.의료,비정규직,아니오,신입+경력,2025.09.04~2025.09.15,학력무관,서울,1명,https://seoul.bohun.or.kr/010intro/intro09.php?left=1&boardid=cbid2,2025.09.04,2025.09.15,마감
[한국문화관광연구원 수탁연구-문화도시사업 개선방향 연구] 위촉직원 채용 공고,한국문화관광연구원,연구,비정규직,아니오,신입,2025.09.04~2025.09.17,석사,서울,1명,https://www.kcti.re.kr/web/board/boardContentsView.do?link_g_topmenu_id=ddae821ae0f44206abfef8bb42bbd86f&link_g_submenu_id=588dd60e4c414d5a9131a2e1db29910e&link_g_homepage=F&board_id=19&contents_id=cd6653e7ffe04b0b8df971faa0fc5d4f,2025.09.04,2025.09.17,마감
[제2025-71호] 2025년도 경상남도발달장애인지원센터(개인별지원팀) 기간제 계약직 채용 공고,한국장애인개발원,사회복지.종교,비정규직,아니오,신입+경력,2025.09.04~2025.09.18,학력무관,경남,1명,https://koddicpdd.fairyhr.com,2025.09.04,2025.09.18,마감
별정직 직원모집 공고(검진운영팀),한국원자력의학원,보건.의료,비정규직,예,신입+경력,2025.09.04~2025.09.19,학력무관,서울,1명,http://kirams.recruiter.co.kr,2025.09.04,2025.09.19,마감
[한국수자원공사] 사회형평적 인재(사택 환경정비) 단기계약근로자 채용 공고(장애인 제한채용),한국수자원공사,경비.청소,비정규직,아니오,신입+경력,2025.09.04~2025.09.18,학력무관,대구/광주/경기/경북/전북,17명,https://www.kwater.or.kr/recr/sub02/notiList.do?s_mid=123,2025.09.04,2025.09.18,마감
[한국수자원공사] 사회형평적 인재(영주댐지사 기록물 관리) 단기계약근로자 채용 공고(장애인 제한채용),한국수자원공사,경영.회계.사무,비정규직,아니오,신입+경력,2025.09.04~2025.09.18,학력무관,경북,1명,https://www.kwater.or.kr/recr/sub02/notiList.do?s_mid=123,2025.09.04,2025.09.18,마감
[속리산] 2025년 속리산국립공원사무소 기간제(탐방해설) 채용 추가접수 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.04~2025.09.08,학력무관,충북,1명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM017982,2025.09.04,2025.09.08,마감
한국수목원정원관리원 2025년 제3차 체험형 청년인턴 채용 공고,한국수목원정원관리원,사업관리/경영.회계.사무/교육.자연.사회과학/보건.의료/문화.예술.디자인.방송/영업판매/이용.숙박.여행.오락.스포츠/건설/기계/전기.전자/정보통신/환경.에너지.안전/농림어업/연구,청년인턴(체험형),아니오,신입,2025.09.04~2025.09.18,학력무관,경북/전남/세종,40명,https://www.koagi.or.kr/contents/dynamicDetail?menuId=M0008&upMenuId=M0007&s0&postNo=4483,2025.09.04,2025.09.18,마감
우체국물류지원단 서울지사 추석 특별소통 기간제(파렛정리) 채용 공고,(재)우체국물류지원단,운전.운송,비정규직,아니오,신입+경력,2025.09.04~2025.09.12,학력무관,서울,5명,http://www.pola.or.kr,2025.09.04,2025.09.12,마감
한전KPS(주) 서인천사업처 단기노무원(안전감시관) 채용,한전KPS(주),전기.전자,비정규직,아니오,신입+경력,2025.09.04~2025.09.08,학력무관,인천,3명,https://www.kps.co.kr,2025.09.04,2025.09.08,마감
[북부지역본부] 2025년 북부권역 체험형 청년인턴 추가접수 공고(장애인 제한경쟁),국립공원공단,환경.에너지.안전,청년인턴(체험형),아니오,신입+경력,2025.09.04~2025.09.08,학력무관,강원,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM017979,2025.09.04,2025.09.08,마감
2025년도 한전KPS(주) 한빛3사업처 단기노무원(안전감시관_ 안전보조원) 채용공고,한전KPS(주),환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.04~2025.09.08,학력무관,전남,3명,https://www.kps.co.kr,2025.09.04,2025.09.08,마감
[태안해안] 한시인력(수익시설) 채용 공고,국립공원공단,환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.04~2025.09.11,학력무관,충남,2명,https://www.knps.or.kr/front/portal/recruit/recruitDtl.do?menuNo=7070064&emplyId=EMPM017981,2025.09.04,2025.09.11,마감
2025-05호 채용공고,한국탄소산업진흥원,사업관리/경영.회계.사무/교육.자연.사회과학/경비.청소/기계/재료/화학/연구,비정규직/정규직,예,신입+경력,2025.09.04~2025.09.18,학력무관/대졸(2~3년)/대졸(4년)/석사/박사,전북,17명,https://www.kcarbon.or.kr/bbs/board.php?bo_id=employ,2025.09.04,2025.09.18,마감
한전KPS(주)충남전북전력지사(안전감시관) 단기노무원 채용 공고,한전KPS(주),전기.전자,비정규직,아니오,신입+경력,2025.09.04~2025.09.10,학력무관,대전/충남/전북/세종,2명,http://www.kps.co.kr,2025.09.04,2025.09.10,마감
2025년도 전임의사 초빙 공고(외과),한국원자력의학원,보건.의료,비정규직,아니오,신입+경력,2025.09.04~2025.09.19,학력무관,서울,1명,http://kirams.recruiter.co.kr,2025.09.04,2025.09.19,마감
의사직 및 계약직 전문의 채용공고(외상센터-마취통증의학과_ 감염병연구기획팀),국립중앙의료원,보건.의료,비정규직/정규직,아니오,신입+경력,2025.09.04~2025.09.15,대졸(4년),서울,2명,https://nmc.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=227431,2025.09.04,2025.09.15,마감
한국사학진흥재단 2025년 2차 직원 채용 (일반경쟁채용),한국사학진흥재단,사업관리/경영.회계.사무,정규직,아니오,신입,2025.09.04~2025.09.18,학력무관,대구,7명,https://kasfo.recruiton.kr,2025.09.04,2025.09.18,마감
[한국수자원공사] 금강유역협력단 보령현대화사업팀 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,건설/기계/전기.전자/정보통신,비정규직,아니오,신입+경력,2025.09.04~2025.09.18,학력무관,충남,2명,https://k-water.recruiter.co.kr/,2025.09.04,2025.09.18,마감
한국사학진흥재단 2025년 2차 직원 채용 (일반경쟁채용),한국사학진흥재단,사업관리/경영.회계.사무,정규직,아니오,신입,2025.09.04~2025.09.18,학력무관,대구,2명,https://kasfo.recruiton.kr,2025.09.04,2025.09.18,마감
한전KPS(주) 대외사업센터 거금지점 단기노무원 채용 공고,한전KPS(주),전기.전자,비정규직,아니오,신입+경력,2025.09.04~2025.09.09,학력무관,전남,1명,http://www.kps.co.kr,2025.09.04,2025.09.09,마감
한전KPS(주) 삼천포사업처 경상정비공사 단기노무원 채용(제49차),한전KPS(주),기계,비정규직,아니오,신입+경력,2025.09.04~2025.09.22,학력무관,경남,1명,https://www.kps.co.kr,2025.09.04,2025.09.22,마감
한전KPS(주) 월성2사업처 '25년도 경상정비공사 단기노무원 4차 채용 ,한전KPS(주),경영.회계.사무/기계/환경.에너지.안전,비정규직,아니오,신입+경력,2025.09.04~2025.09.08,학력무관,경북,6명,http://www.kps.co.kr,2025.09.04,2025.09.08,마감
새울2시운전사업소 새울 3_4호기 시운전정비공사 단기노무원(안전감시관_휴직자대체_기계_전기) 채용공고,한전KPS(주),기계/전기.전자/환경.에너지.안전,비정규직,예,신입+경력,2025.09.04~2025.09.09,학력무관,울산,7명,https://www.kps.co.kr,2025.09.04,2025.09.09,마감
